A039n_PN3a_00003-3	reltype=before	'変わり'	[JSP]大学病院の入院医療費の計算方法が、４月以降、大きく変わります。	['18']
A039n_PN3a_00003-43	reltype=before	'明示'	[JSP]新制度では、病気ごとに全大学病院の平均在院日数が明示され、それを超えると包括料金が減算となる。	['18']
A039n_PN3a_00003-43	reltype=before	'超える'	[JSP]新制度では、病気ごとに全大学病院の平均在院日数が明示され、それを超えると包括料金が減算となる。	['24']
A039n_PN3a_00003-43	reltype=before	'なる'	[JSP]新制度では、病気ごとに全大学病院の平均在院日数が明示され、それを超えると包括料金が減算となる。	['31']
A039n_PN3a_00003-44	reltype=before	'減る'	病院の収入が減るわけで、病院側が「入院日数を短縮しようと努力することは間違いない」と横浜市立大学病院の原正道院長は言う。	['5']
A039n_PN3a_00003-44	reltype=before	'短縮'	病院の収入が減るわけで、病院側が「入院日数を短縮しようと努力することは間違いない」と横浜市立大学病院の原正道院長は言う。	['16']
A039n_PN3a_00003-44	reltype=before	'努力'	病院の収入が減るわけで、病院側が「入院日数を短縮しようと努力することは間違いない」と横浜市立大学病院の原正道院長は言う。	['19']
A039n_PN3a_00003-44	reltype=after	'言う'	病院の収入が減るわけで、病院側が「入院日数を短縮しようと努力することは間違いない」と横浜市立大学病院の原正道院長は言う。	['37']
A039n_PN3a_00003-46	reltype=overlap	'あり'	特に公立病院は市民病院としての要請もあり、入院は長くなりがち。	['13']
A039n_PN3a_00003-47	reltype=after	'言わ'	でも『２倍も違うのはおかしい』と言われては反論できない」	['13']
A039n_PN3a_00003-47	reltype=after	'反論'	でも『２倍も違うのはおかしい』と言われては反論できない」	['17']
A039n_PN3a_00003-48	reltype=after	'入院'	[JSP]これまでは、検査から診断・治療・回復まで、ずっと入院したままの例も珍しくなかった。	['16']
A039n_PN3a_00003-48	reltype=after	'なかっ'	[JSP]これまでは、検査から診断・治療・回復まで、ずっと入院したままの例も珍しくなかった。	['24']
A039n_PN3a_00003-49	reltype=after	'いう'	しかし、今回の制度は「入院文化の変革」と東京医科歯科大病院の西岡清院長はいう。	['24']
A039n_PN3a_00003-50	reltype=before	'終われ'	検査が終われば退院。	['3']
A039n_PN3a_00003-51	reltype=before	'決まっ'	治療方針が決まったら再入院し、治療が終わればまたすぐ退院、となることが想定されるからだ。	['4']
A039n_PN3a_00003-51	reltype=before	'再'	治療方針が決まったら再入院し、治療が終わればまたすぐ退院、となることが想定されるからだ。	['6']
A039n_PN3a_00003-51	reltype=before	'終われ'	治療方針が決まったら再入院し、治療が終わればまたすぐ退院、となることが想定されるからだ。	['12']
A039n_PN3a_00003-51	reltype=after	'想定'	治療方針が決まったら再入院し、治療が終わればまたすぐ退院、となることが想定されるからだ。	['22']
A039n_PN3a_00003-52	reltype=before	'なり'	「患者さんにも新しい制度を理解していただかなければなりません」	['15']
A039n_PN3a_00003-53	reltype=before	'つながる'	[JSP]医療の質のチェックにもつながる。	['9']
A039n_PN3a_00003-55	reltype=after	'なっ'	「同じ条件なのにうちはなぜ、という検討が可能になった」と北里大学病院の柿田章院長はいう。	['17']
A039n_PN3a_00003-55	reltype=after	'いう'	「同じ条件なのにうちはなぜ、という検討が可能になった」と北里大学病院の柿田章院長はいう。	['12']
A039n_PN3a_00003-57	reltype=before	'見直す'	使い方を見直すことで、コストダウンだけでなく本当に必要な人が待たされる事態も避けられる」	['4']
A039n_PN3a_00003-57	reltype=before	'待たさ'	使い方を見直すことで、コストダウンだけでなく本当に必要な人が待たされる事態も避けられる」	['19']
A039n_PN3a_00003-57	reltype=before	'避け'	使い方を見直すことで、コストダウンだけでなく本当に必要な人が待たされる事態も避けられる」	['23']
A039n_PN3a_00003-59	reltype=before	'評価'	質を評価するシステム必要	['3']
A039n_PN3a_00003-60	reltype=before	'あれ'	[JSP]新制度は、不都合な点があれば１年以内にも見直すことになっている。	['11']
A039n_PN3a_00003-60	reltype=before	'見直す'	[JSP]新制度は、不都合な点があれば１年以内にも見直すことになっている。	['18']
A039n_PN3a_00003-61	reltype=after	'見送ら'	差額ベッドや予約診療の要件緩和など保険外負担の徴収拡大は、今回は見送られたものの、引き続き検討課題とされ、将来認められる可能性もある。	['20']
A039n_PN3a_00003-61	reltype=before	'認め'	差額ベッドや予約診療の要件緩和など保険外負担の徴収拡大は、今回は見送られたものの、引き続き検討課題とされ、将来認められる可能性もある。	['34']
A039n_PN3a_00003-61	reltype=overlap	'ある'	差額ベッドや予約診療の要件緩和など保険外負担の徴収拡大は、今回は見送られたものの、引き続き検討課題とされ、将来認められる可能性もある。	['39']
A039n_PN3a_00003-62	reltype=before	'なる'	新方式の対象となる病院を大学病院以外にも広げるかどうか、という課題も残っている。	['6']
A039n_PN3a_00003-62	reltype=before	'広げる'	新方式の対象となる病院を大学病院以外にも広げるかどうか、という課題も残っている。	['14']
A039n_PN3a_00003-62	reltype=overlap	'残っ'	新方式の対象となる病院を大学病院以外にも広げるかどうか、という課題も残っている。	['23']
A039n_PN3a_00003-64	reltype=before	'評価'	「当初案では、重症患者や救急患者の受け入れ実績を評価して、病院ごとの包括料金に差をつける構想だったが、結局は前年の収入を保証するための調整のみとなってしまった」。	['16']
A039n_PN3a_00003-64	reltype=before	'つける'	「当初案では、重症患者や救急患者の受け入れ実績を評価して、病院ごとの包括料金に差をつける構想だったが、結局は前年の収入を保証するための調整のみとなってしまった」。	['28']
A039n_PN3a_00003-64	reltype=before	'保証'	「当初案では、重症患者や救急患者の受け入れ実績を評価して、病院ごとの包括料金に差をつける構想だったが、結局は前年の収入を保証するための調整のみとなってしまった」。	['40']
A039n_PN3a_00003-64	reltype=after	'なっ'	「当初案では、重症患者や救急患者の受け入れ実績を評価して、病院ごとの包括料金に差をつける構想だったが、結局は前年の収入を保証するための調整のみとなってしまった」。	['47']
A039n_PN3a_00003-65	reltype=before	'保証'	前年実績が保証されるなら改善努力の意欲が薄れる。	['4']
A039n_PN3a_00003-65	reltype=before	'薄れる'	前年実績が保証されるなら改善努力の意欲が薄れる。	['13']
A039n_PN3a_00003-66	reltype=before	'評価'	「患者の死亡率や再入院率など、質を評価する仕組みを導入しないと、ただ入院日数を短くすればよくなり、ゆがんだものとなりかねない」と話す。	['14']
A039n_PN3a_00003-66	reltype=before	'導入'	「患者の死亡率や再入院率など、質を評価する仕組みを導入しないと、ただ入院日数を短くすればよくなり、ゆがんだものとなりかねない」と話す。	['18']
A039n_PN3a_00003-66	reltype=before	'すれ'	「患者の死亡率や再入院率など、質を評価する仕組みを導入しないと、ただ入院日数を短くすればよくなり、ゆがんだものとなりかねない」と話す。	['28']
A039n_PN3a_00003-66	reltype=before	'なり'	「患者の死亡率や再入院率など、質を評価する仕組みを導入しないと、ただ入院日数を短くすればよくなり、ゆがんだものとなりかねない」と話す。	['31']
A039n_PN3a_00003-66	reltype=after	'話す'	「患者の死亡率や再入院率など、質を評価する仕組みを導入しないと、ただ入院日数を短くすればよくなり、ゆがんだものとなりかねない」と話す。	['42']
A039n_PN3a_00003-67	reltype=before	'説明'	[JSP]包括料金を患者に説明する際には、疾病グループに言及せざるをえない。	['7']
A039n_PN3a_00003-67	reltype=before	'言及'	[JSP]包括料金を患者に説明する際には、疾病グループに言及せざるをえない。	['16']
A039n_PN3a_00003-68	reltype=before	'考え'	「病名や合併症など、告知の問題を真剣に考えておかないと、患者にとっては不用意な告知となりかねない」という課題も指摘している。	['14']
A039n_PN3a_00003-68	reltype=before	'なり'	「病名や合併症など、告知の問題を真剣に考えておかないと、患者にとっては不用意な告知となりかねない」という課題も指摘している。	['30']
A039n_PN3a_00003-68	reltype=after	'指摘'	「病名や合併症など、告知の問題を真剣に考えておかないと、患者にとっては不用意な告知となりかねない」という課題も指摘している。	['38']
A039n_PN3a_00003-71	reltype=before	'なる'	[JSP]新制度で対象になる病院は大学病院の本院と国立がんセンター中央病院、国立循環器病センターの計８２病院。	['7']
A039n_PN3a_00003-72	reltype=before	'整わ'	準備が整わない病院は最大３カ月の猶予が認められ、４月実施を予定しているのは２８カ所。	['3']
A039n_PN3a_00003-72	reltype=before	'認め'	準備が整わない病院は最大３カ月の猶予が認められ、４月実施を予定しているのは２８カ所。	['13']
A039n_PN3a_00003-73	reltype=before	'なる'	外来診療は、従来通り出来高払いになる。	['10']
A039n_PN3a_00003-74	reltype=overlap	'実施'	[JSP]包括払い方式は、現在は老人医療など一部で実施されているだけだ。	['14']
A039n_PN3a_00003-75	reltype=before	'伸びる'	保険診療の中心となる出来高払いは、医師が必要と判断した治療を十分施せる半面、医療費が青天井で伸びる可能性がある。	['30']
A039n_PN3a_00003-77	reltype=after	'指摘'	「粗診粗療のおそれ」も指摘される。	['8']

