A035n_PN1e_00003-4	reltype=after	'行っ'	[JSP]熊本県内で１７競技を行った。	['10']
A035n_PN1e_00003-28	reltype=after	'いう'	中学３年の全国中学百十メートル障害で４位に入った力を持ち、百メートルはスピードをつけるための通過点という。	['32']
A035n_PN1e_00003-29	reltype=after	'出し'	[JSP]しかし、その通過点で出した見事な結果。	['8']
A035n_PN1e_00003-33	reltype=after	'健闘'	男子百メートルで３位と健闘した高平慎士	['8']
A035n_PN1e_00003-35	reltype=after	'上回る'	[JSP]男子ハンマー投げで自己ベストを１６センチ上回る５８メートル４８を記録し、５位に入った野口＝写真＝だが「全然ダメ。前半に５８メートル台が出て力みすぎた」と浮かない表情。	['12']
A035n_PN1e_00003-35	reltype=after	'記録'	[JSP]男子ハンマー投げで自己ベストを１６センチ上回る５８メートル４８を記録し、５位に入った野口＝写真＝だが「全然ダメ。前半に５８メートル台が出て力みすぎた」と浮かない表情。	['19']
A035n_PN1e_00003-35	reltype=after	'入っ'	[JSP]男子ハンマー投げで自己ベストを１６センチ上回る５８メートル４８を記録し、５位に入った野口＝写真＝だが「全然ダメ。前半に５８メートル台が出て力みすぎた」と浮かない表情。	['25']
A035n_PN1e_00003-35	reltype=after	'出'	[JSP]男子ハンマー投げで自己ベストを１６センチ上回る５８メートル４８を記録し、５位に入った野口＝写真＝だが「全然ダメ。前半に５８メートル台が出て力みすぎた」と浮かない表情。	['44']
A035n_PN1e_00003-35	reltype=after	'力み'	[JSP]男子ハンマー投げで自己ベストを１６センチ上回る５８メートル４８を記録し、５位に入った野口＝写真＝だが「全然ダメ。前半に５８メートル台が出て力みすぎた」と浮かない表情。	['46']
A035n_PN1e_00003-36	reltype=after	'いく'	納得のいく投てきができなかったようだ。	['3']
A035n_PN1e_00003-36	reltype=after	'でき'	納得のいく投てきができなかったようだ。	['6']
A035n_PN1e_00003-37	reltype=after	'位置'	[JSP]出場者ランキングで４位に位置し、６１―６２メートル台を狙って臨んだ。	['9']
A035n_PN1e_00003-37	reltype=after	'狙っ'	[JSP]出場者ランキングで４位に位置し、６１―６２メートル台を狙って臨んだ。	['20']
A035n_PN1e_00003-37	reltype=after	'臨ん'	[JSP]出場者ランキングで４位に位置し、６１―６２メートル台を狙って臨んだ。	['22']
A035n_PN1e_00003-38	reltype=after	'マーク'	熊本入り後の練習では５９メートル台をマークしていたが、それを上回れず、「いつも本番に弱いんです…」とポツリ。	['13']
A035n_PN1e_00003-38	reltype=after	'上回れ'	熊本入り後の練習では５９メートル台をマークしていたが、それを上回れず、「いつも本番に弱いんです…」とポツリ。	['22']
A035n_PN1e_00003-42	reltype=after	'出る'	「目標は決勝に出ることだったので良かった」と、小さな顔がほころんだ。	['6']
A035n_PN1e_00003-42	reltype=after	'ほころん'	「目標は決勝に出ることだったので良かった」と、小さな顔がほころんだ。	['20']
A035n_PN1e_00003-43	reltype=after	'行わ'	[JSP]昨年、長崎県で行われた全国中学大会の覇者。	['7']
A035n_PN1e_00003-45	reltype=after	'行わ'	午後４時すぎから行われた決勝では「涼しくて筋肉が固まって」、記録を伸ばせなかったが、今後に期待を抱かせる走りだった。	['6']
A035n_PN1e_00003-45	reltype=after	'固まっ'	午後４時すぎから行われた決勝では「涼しくて筋肉が固まって」、記録を伸ばせなかったが、今後に期待を抱かせる走りだった。	['17']
A035n_PN1e_00003-45	reltype=after	'伸ばせ'	午後４時すぎから行われた決勝では「涼しくて筋肉が固まって」、記録を伸ばせなかったが、今後に期待を抱かせる走りだった。	['23']
A035n_PN1e_00003-45	reltype=after	'抱か'	午後４時すぎから行われた決勝では「涼しくて筋肉が固まって」、記録を伸ばせなかったが、今後に期待を抱かせる走りだった。	['32']
A035n_PN1e_00003-49	reltype=after	'進ん'	[JSP]弓道個人の道内勢でただ１人準決勝に進んだ女子の今橋＝写真＝は、４射のうち２射を外し、決勝進出の８人には残れなかった。	['13']
A035n_PN1e_00003-49	reltype=after	'外し'	[JSP]弓道個人の道内勢でただ１人準決勝に進んだ女子の今橋＝写真＝は、４射のうち２射を外し、決勝進出の８人には残れなかった。	['30']
A035n_PN1e_00003-49	reltype=after	'残れ'	[JSP]弓道個人の道内勢でただ１人準決勝に進んだ女子の今橋＝写真＝は、４射のうち２射を外し、決勝進出の８人には残れなかった。	['39']
A035n_PN1e_00003-50	reltype=after	'し'	[JSP]試合後は目を真っ赤にしながら「できれば決勝まで行きたかったが、力以上のものは出せたし、満足しています」と話した。	['9']
A035n_PN1e_00003-50	reltype=after	'行き'	[JSP]試合後は目を真っ赤にしながら「できれば決勝まで行きたかったが、力以上のものは出せたし、満足しています」と話した。	['16']
A035n_PN1e_00003-50	reltype=after	'出せ'	[JSP]試合後は目を真っ赤にしながら「できれば決勝まで行きたかったが、力以上のものは出せたし、満足しています」と話した。	['26']
A035n_PN1e_00003-50	reltype=after	'話し'	[JSP]試合後は目を真っ赤にしながら「できれば決勝まで行きたかったが、力以上のものは出せたし、満足しています」と話した。	['37']
A035n_PN1e_00003-51	reltype=after	'的中'	[JSP]前日の予選は４射とも的中させたが、この日は「緊張してしまった」というように１、２射目を立て続けに外してしまった。	['9']
A035n_PN1e_00003-51	reltype=after	'緊張'	[JSP]前日の予選は４射とも的中させたが、この日は「緊張してしまった」というように１、２射目を立て続けに外してしまった。	['19']
A035n_PN1e_00003-51	reltype=after	'いう'	[JSP]前日の予選は４射とも的中させたが、この日は「緊張してしまった」というように１、２射目を立て続けに外してしまった。	['26']
A035n_PN1e_00003-51	reltype=after	'外し'	[JSP]前日の予選は４射とも的中させたが、この日は「緊張してしまった」というように１、２射目を立て続けに外してしまった。	['37']
A035n_PN1e_00003-52	reltype=after	'出場'	３年生で初めて出場したインターハイ。	['6']
A035n_PN1e_00003-53	reltype=after	'来'	「ここまで来たのも応援してくれた友達や部活の人たちのおかげ。	['4']
A035n_PN1e_00003-53	reltype=after	'応援'	「ここまで来たのも応援してくれた友達や部活の人たちのおかげ。	['8']
A035n_PN1e_00003-57	reltype=after	'敗れ'	[JSP]東海大四が、昨冬の全国選抜大会２回戦で敗れた土浦日大に雪辱した。	['16']
A035n_PN1e_00003-57	reltype=after	'雪辱'	[JSP]東海大四が、昨冬の全国選抜大会２回戦で敗れた土浦日大に雪辱した。	['21']
A035n_PN1e_00003-58	reltype=after	'決める'	試合終了のブザーとほぼ同時にフォワード木田がゴール下で決勝点を決める劇的な勝利だった。	['18']
A035n_PN1e_00003-60	reltype=after	'争う'	[JSP]試合は１点を争う展開。	['7']
A035n_PN1e_00003-61	reltype=after	'与え'	８２―８２と同点の終了５秒前に、相手にフリースローを与え「万事休すかと思った」（永野監督）が、相手が２本ともミス。	['20']
A035n_PN1e_00003-61	reltype=after	'思っ'	８２―８２と同点の終了５秒前に、相手にフリースローを与え「万事休すかと思った」（永野監督）が、相手が２本ともミス。	['26']
A035n_PN1e_00003-62	reltype=after	'回し'	素早く木田にパスを回し試合を決めた。	['6']
A035n_PN1e_00003-62	reltype=after	'決め'	素早く木田にパスを回し試合を決めた。	['9']
A035n_PN1e_00003-63	reltype=before	'走り負け'	３回戦に向け、菅原主将は「走り負けない試合をする」と意気込んでいた。	['11']
A035n_PN1e_00003-63	reltype=before	'する'	３回戦に向け、菅原主将は「走り負けない試合をする」と意気込んでいた。	['15']
A035n_PN1e_00003-63	reltype=after	'意気'	３回戦に向け、菅原主将は「走り負けない試合をする」と意気込んでいた。	['18']
A035n_PN1e_00003-68	reltype=after	'粘っ'	粘ってつなぎ主導権[JSP]道尚志ペア	['1']
A035n_PN1e_00003-68	reltype=after	'つなぎ'	粘ってつなぎ主導権[JSP]道尚志ペア	['3']
A035n_PN1e_00003-69	reltype=after	'つなぐ'	[JSP]持ち味の粘り強くつなぐプレースタイルで道尚志の若松・小田桐組が快進撃を見せた。	['5']
A035n_PN1e_00003-69	reltype=after	'見せ'	[JSP]持ち味の粘り強くつなぐプレースタイルで道尚志の若松・小田桐組が快進撃を見せた。	['20']
A035n_PN1e_00003-70	reltype=after	'優勝'	準決勝で、優勝した八戸工大一の舘越・斎藤組にストレート負けを喫し、若松は悔しさをのぞかせながらも「ベスト４まで行けたのは満足」と胸を張った。	['5']
A035n_PN1e_00003-70	reltype=after	'喫し'	準決勝で、優勝した八戸工大一の舘越・斎藤組にストレート負けを喫し、若松は悔しさをのぞかせながらも「ベスト４まで行けたのは満足」と胸を張った。	['20']
A035n_PN1e_00003-70	reltype=after	'のぞか'	準決勝で、優勝した八戸工大一の舘越・斎藤組にストレート負けを喫し、若松は悔しさをのぞかせながらも「ベスト４まで行けたのは満足」と胸を張った。	['27']
A035n_PN1e_00003-70	reltype=after	'行け'	準決勝で、優勝した八戸工大一の舘越・斎藤組にストレート負けを喫し、若松は悔しさをのぞかせながらも「ベスト４まで行けたのは満足」と胸を張った。	['35']
A035n_PN1e_00003-70	reltype=after	'張っ'	準決勝で、優勝した八戸工大一の舘越・斎藤組にストレート負けを喫し、若松は悔しさをのぞかせながらも「ベスト４まで行けたのは満足」と胸を張った。	['44']
A035n_PN1e_00003-71	reltype=after	'戦い'	[JSP]この日は４回戦から準決勝まで計５試合を戦い抜いた。	['16']
A035n_PN1e_00003-72	reltype=after	'向かっ'	相手を圧倒する力強さはないが、「向かっていけた」と小田桐が振り返るように、自分たちから先に仕掛ける積極的な試合展開で、ラリーでは主導権を握った。	['12']
A035n_PN1e_00003-72	reltype=after	'いけ'	相手を圧倒する力強さはないが、「向かっていけた」と小田桐が振り返るように、自分たちから先に仕掛ける積極的な試合展開で、ラリーでは主導権を握った。	['14']
A035n_PN1e_00003-72	reltype=after	'振り返る'	相手を圧倒する力強さはないが、「向かっていけた」と小田桐が振り返るように、自分たちから先に仕掛ける積極的な試合展開で、ラリーでは主導権を握った。	['20']
A035n_PN1e_00003-72	reltype=after	'仕掛ける'	相手を圧倒する力強さはないが、「向かっていけた」と小田桐が振り返るように、自分たちから先に仕掛ける積極的な試合展開で、ラリーでは主導権を握った。	['29']
A035n_PN1e_00003-72	reltype=after	'握っ'	相手を圧倒する力強さはないが、「向かっていけた」と小田桐が振り返るように、自分たちから先に仕掛ける積極的な試合展開で、ラリーでは主導権を握った。	['43']
A035n_PN1e_00003-73	reltype=after	'入っ'	[JSP]団体戦で道尚志が３位に入った春の全国選抜大会では、１勝しかできなかった。	['11']
A035n_PN1e_00003-73	reltype=after	'でき'	[JSP]団体戦で道尚志が３位に入った春の全国選抜大会では、１勝しかできなかった。	['24']
A035n_PN1e_00003-74	reltype=after	'敗退'	その悔しさをバネに、２人は毎日約５キロの走り込みで脚力とスタミナを強化、昨年は初戦で敗退したインターハイで４強入りを果たした。	['27']
A035n_PN1e_00003-74	reltype=after	'果たし'	その悔しさをバネに、２人は毎日約５キロの走り込みで脚力とスタミナを強化、昨年は初戦で敗退したインターハイで４強入りを果たした。	['37']
A035n_PN1e_00003-75	reltype=after	'しかっ'	[JSP]準決勝後、あえて２人を厳しい口調でしかった渡部監督は「ベスト４で満足して準決勝は精神的に受け身になっていた。よくやったと言いたいが、まだ団体戦が残っていますから」。	['12']
A035n_PN1e_00003-75	reltype=after	'満足'	[JSP]準決勝後、あえて２人を厳しい口調でしかった渡部監督は「ベスト４で満足して準決勝は精神的に受け身になっていた。よくやったと言いたいが、まだ団体戦が残っていますから」。	['21']
A035n_PN1e_00003-75	reltype=after	'なっ'	[JSP]準決勝後、あえて２人を厳しい口調でしかった渡部監督は「ベスト４で満足して準決勝は精神的に受け身になっていた。よくやったと言いたいが、まだ団体戦が残っていますから」。	['32']
A035n_PN1e_00003-75	reltype=after	'やっ'	[JSP]準決勝後、あえて２人を厳しい口調でしかった渡部監督は「ベスト４で満足して準決勝は精神的に受け身になっていた。よくやったと言いたいが、まだ団体戦が残っていますから」。	['38']
A035n_PN1e_00003-75	reltype=after	'言い'	[JSP]準決勝後、あえて２人を厳しい口調でしかった渡部監督は「ベスト４で満足して準決勝は精神的に受け身になっていた。よくやったと言いたいが、まだ団体戦が残っていますから」。	['41']
A035n_PN1e_00003-76	reltype=after	'促し'	団体戦で上位進出のカギを握るポイントゲッター２人にさらなる奮起を促した。	['17']
A035n_PN1e_00003-78	reltype=after	'４'	ソフトテニス男子個人で４強入りした道尚志の若松（左）・小田桐組	['6']
A035n_PN1e_00003-81	reltype=after	'開幕'	[JSP]男子バスケットボールのヤングメン（２１歳以下）世界選手権が３日、埼玉県のさいたまスーパーアリーナで開幕した。	['27']
A035n_PN1e_00003-82	reltype=after	'行い'	第１日は予選リーグ６試合を行い、Ｂ組の日本は米大陸予選１位のアルゼンチンに５６―９３で敗れた。	['10']
A035n_PN1e_00003-82	reltype=after	'敗れ'	第１日は予選リーグ６試合を行い、Ｂ組の日本は米大陸予選１位のアルゼンチンに５６―９３で敗れた。	['31']
A035n_PN1e_00003-83	reltype=after	'挙げ'	[JSP]開催国枠で初出場の日本は佐藤濯（日体大）がチーム最多の１８得点を挙げたが、アルゼンチンの高さに完敗した。	['24']
A035n_PN1e_00003-83	reltype=after	'完敗'	[JSP]開催国枠で初出場の日本は佐藤濯（日体大）がチーム最多の１８得点を挙げたが、アルゼンチンの高さに完敗した。	['33']
A035n_PN1e_00003-84	reltype=overlap	'対戦'	日本は４日の第２戦でイスラエルと対戦する。	['12']
A035n_PN1e_00003-87	reltype=after	'奪い'	[JSP]ダイエーが序盤に猛攻で１０点を奪い、日本ハム戦の４年連続勝ち越しを決めた。	['12']
A035n_PN1e_00003-87	reltype=after	'決め'	[JSP]ダイエーが序盤に猛攻で１０点を奪い、日本ハム戦の４年連続勝ち越しを決めた。	['23']
A035n_PN1e_00003-89	reltype=after	'浴びせ'	さらに松中、城島、秋山が３者連続本塁打を浴びせ、この回に６点を奪った。	['14']
A035n_PN1e_00003-89	reltype=after	'奪っ'	さらに松中、城島、秋山が３者連続本塁打を浴びせ、この回に６点を奪った。	['22']
A035n_PN1e_00003-90	reltype=after	'３'	[JSP]二回にも小久保が３３号本塁打して３点を加えた。	['8']
A035n_PN1e_00003-90	reltype=after	'加え'	[JSP]二回にも小久保が３３号本塁打して３点を加えた。	['18']
A035n_PN1e_00003-91	reltype=after	'守ら'	[JSP]星野は大量点に守られ２年ぶりの２けた勝利。	['7']
A035n_PN1e_00003-92	reltype=after	'響い'	[JSP]日本ハムは岩本の乱調が響いた。	['9']
A035n_PN1e_00003-93	reltype=after	'放つ'	５本塁打放つも…[JSP]投手力不足が露呈	['4']
A035n_PN1e_00003-94	reltype=after	'勝つ'	[JSP]勝つには勝った。	['2']
A035n_PN1e_00003-94	reltype=after	'勝っ'	[JSP]勝つには勝った。	['5']
A035n_PN1e_00003-95	reltype=after	'阻止'	３連敗を阻止し、首位近鉄とのゲーム差を１・５に縮めた。	['4']
A035n_PN1e_00003-95	reltype=after	'縮め'	３連敗を阻止し、首位近鉄とのゲーム差を１・５に縮めた。	['18']
A035n_PN1e_00003-96	reltype=after	'残っ'	だが勝利の余韻どころか後味の悪さばかりが残った。	['14']
A035n_PN1e_00003-97	reltype=after	'さえ'	王監督の表情もさえない。	['6']
A035n_PN1e_00003-98	reltype=after	'開い'	ため息交じりに重い口を開いて	['7']
A035n_PN1e_00003-99	reltype=after	'取っ'	「はー、１３点取ってなあ…。冷や冷やもんや」。	['7']
A035n_PN1e_00003-100	reltype=after	'打ち込ん'	[JSP]重量打線が５本塁打を打ち込んだ一方で、星野が３本塁打を浴びて８失点。	['9']
A035n_PN1e_00003-100	reltype=after	'浴び'	[JSP]重量打線が５本塁打を打ち込んだ一方で、星野が３本塁打を浴びて８失点。	['20']
A035n_PN1e_00003-101	reltype=after	'１'	新エースに、との期待も大きかっただけに、打線の話もそこそこに監督は「１０勝したんだけどな…。どうもエースとは言えません」と嘆いた。	['23']
A035n_PN1e_00003-101	reltype=after	'言え'	新エースに、との期待も大きかっただけに、打線の話もそこそこに監督は「１０勝したんだけどな…。どうもエースとは言えません」と嘆いた。	['39']
A035n_PN1e_00003-101	reltype=after	'嘆い'	新エースに、との期待も大きかっただけに、打線の話もそこそこに監督は「１０勝したんだけどな…。どうもエースとは言えません」と嘆いた。	['44']
A035n_PN1e_00003-102	reltype=after	'象徴'	[JSP]打高投低を象徴した。	['5']

