A001n_PN1c_00001-5	reltype=after	'留学'	９５―９７年、中国・北京大に留学し、帰国後に双子を出産。	['13']
A001n_PN1c_00001-24	reltype=after	'行く'	[JSP]大学に進学する時も、「あなたは論理的に考えるのが得意」と、法学部に行くよう促したのは池田先生。	['25']
A001n_PN1c_00001-24	reltype=after	'促し'	[JSP]大学に進学する時も、「あなたは論理的に考えるのが得意」と、法学部に行くよう促したのは池田先生。	['27']
A001n_PN1c_00001-25	reltype=after	'デビュー'	大学在学中にデビューし、キャスターとして活躍するその後の進路を思うにつけ、「本当によく見ていてくれた」と感謝する。	['5']
A001n_PN1c_00001-25	reltype=after	'見'	大学在学中にデビューし、キャスターとして活躍するその後の進路を思うにつけ、「本当によく見ていてくれた」と感謝する。	['27']
A001n_PN1c_00001-26	reltype=after	'アドバイス'	[JSP]池田先生も、蓮舫さんにアドバイスしたことを覚えていた。	['9']
A001n_PN1c_00001-27	reltype=after	'い'	「生意気という人もいたけれど、私は、彼女のようにモノをはっきり言えることがこれからは大切だと思っていました」。	['8']
A001n_PN1c_00001-27	reltype=after	'思っ'	「生意気という人もいたけれど、私は、彼女のようにモノをはっきり言えることがこれからは大切だと思っていました」。	['31']
A001n_PN1c_00001-33	reltype=before	'報告'	[JSP]中学校教員を対象にＮＩＥ（教育に新聞を）活動の実践例を報告し、活用に役立てる「第７回ＮＩＥ講習会」が１７日午後２時３０分から、東京・内幸町の日本プレスセンターで開催される。	['20']
A001n_PN1c_00001-33	reltype=before	'役立てる'	[JSP]中学校教員を対象にＮＩＥ（教育に新聞を）活動の実践例を報告し、活用に役立てる「第７回ＮＩＥ講習会」が１７日午後２時３０分から、東京・内幸町の日本プレスセンターで開催される。	['25']
A001n_PN1c_00001-33	reltype=before	'開催'	[JSP]中学校教員を対象にＮＩＥ（教育に新聞を）活動の実践例を報告し、活用に役立てる「第７回ＮＩＥ講習会」が１７日午後２時３０分から、東京・内幸町の日本プレスセンターで開催される。	['54']
A001n_PN1c_00001-37	reltype=before	'行う'	[JSP]学童保育の全国組織、全国学童保育連絡協議会が１７、１８日、電話相談を行う。	['25']
A001n_PN1c_00001-38	reltype=before	'乗り'	利用者の相談に乗り、要望も集め厚生労働省に届ける。	['6']
A001n_PN1c_00001-38	reltype=before	'集め'	利用者の相談に乗り、要望も集め厚生労働省に届ける。	['10']
A001n_PN1c_00001-38	reltype=before	'届ける'	利用者の相談に乗り、要望も集め厚生労働省に届ける。	['15']
A001n_PN1c_00001-42	reltype=overlap	'取り組ん'	[JSP]不登校や高校中退などの問題に取り組んでいる田口教育研究所は２６日―３月９日の間（土、日は除く）、電話相談に応じる。	['11']
A001n_PN1c_00001-42	reltype=before	'応じる'	[JSP]不登校や高校中退などの問題に取り組んでいる田口教育研究所は２６日―３月９日の間（土、日は除く）、電話相談に応じる。	['40']
A002n_PN1d_00001-3	reltype=after	'とまっ'	[JSP]もみじの木にとまって仲良く寄り添う二羽のキジバト。	['6']
A002n_PN1d_00001-3	reltype=after	'寄り添う'	[JSP]もみじの木にとまって仲良く寄り添う二羽のキジバト。	['9']
A002n_PN1d_00001-4	reltype=after	'とじ'	「目をとじて」は、京都御所でのスナップ。	['4']
A002n_PN1d_00001-5	reltype=after	'とまっ'	最初は離れてとまっていたそうですが、やがて二羽が並び、写真のように恋人同士を思わせるしぐさに移ったそうです。	['5']
A002n_PN1d_00001-5	reltype=after	'並び'	最初は離れてとまっていたそうですが、やがて二羽が並び、写真のように恋人同士を思わせるしぐさに移ったそうです。	['17']
A002n_PN1d_00001-5	reltype=after	'移っ'	最初は離れてとまっていたそうですが、やがて二羽が並び、写真のように恋人同士を思わせるしぐさに移ったそうです。	['30']
A002n_PN1d_00001-6	reltype=after	'集光'	バックが暗い中、ストロボの光が鳥に集光して、スポットライトを当てたようになったのと、タイミングよくまぶたを閉じてくれたことで、独特な雰囲気の写真になりました。	['12']
A002n_PN1d_00001-6	reltype=after	'当て'	バックが暗い中、ストロボの光が鳥に集光して、スポットライトを当てたようになったのと、タイミングよくまぶたを閉じてくれたことで、独特な雰囲気の写真になりました。	['18']
A002n_PN1d_00001-6	reltype=after	'なっ'	バックが暗い中、ストロボの光が鳥に集光して、スポットライトを当てたようになったのと、タイミングよくまぶたを閉じてくれたことで、独特な雰囲気の写真になりました。	['22']
A002n_PN1d_00001-6	reltype=after	'閉じ'	バックが暗い中、ストロボの光が鳥に集光して、スポットライトを当てたようになったのと、タイミングよくまぶたを閉じてくれたことで、独特な雰囲気の写真になりました。	['31']
A002n_PN1d_00001-6	reltype=after	'なり'	バックが暗い中、ストロボの光が鳥に集光して、スポットライトを当てたようになったのと、タイミングよくまぶたを閉じてくれたことで、独特な雰囲気の写真になりました。	['44']
A002n_PN1d_00001-7	reltype=after	'まちがえ'	[JSP]「喜色満面」は、道をまちがえて偶然出会った小さな石像です。	['10']
A002n_PN1d_00001-7	reltype=after	'出会っ'	[JSP]「喜色満面」は、道をまちがえて偶然出会った小さな石像です。	['13']
A002n_PN1d_00001-8	reltype=after	'かぶっ'	道や旅の安全を守る道祖神のひとつでしょうが、編み笠をかぶった人なつっこい笑顔を見るだけで、旅の疲れも取れそうです。	['18']
A002n_PN1d_00001-8	reltype=after	'見る'	道や旅の安全を守る道祖神のひとつでしょうが、編み笠をかぶった人なつっこい笑顔を見るだけで、旅の疲れも取れそうです。	['24']
A002n_PN1d_00001-8	reltype=after	'取れ'	道や旅の安全を守る道祖神のひとつでしょうが、編み笠をかぶった人なつっこい笑顔を見るだけで、旅の疲れも取れそうです。	['32']
A002n_PN1d_00001-9	reltype=after	'眠る'	[JSP]「昼寝」は、桜の木の上で気持ち良さそうに眠るニャンコです。	['17']
A002n_PN1d_00001-12	reltype=vague	'とじ'	「目をとじて」＝京都御所[JSP]兵庫・伊丹市、会社員、阪上久子さん	['4']
A002n_PN1d_00001-17	reltype=overlap	'歓迎'	また報道性のある作品、事件、事故などのニュース写真も歓迎します。	['16']
A002n_PN1d_00001-19	reltype=overlap	'構い'	未現像でも構いません。	['5']
A002n_PN1d_00001-20	reltype=before	'掲載'	ニュース写真として掲載させていただくことがあります。	['6']
A002n_PN1d_00001-21	reltype=before	'贈り'	【投稿要項】１サイズはキャビネ（２Ｌ）かサービス判２撮影者の住所、氏名、年齢、職業、電話番号、撮影場所、作品のタイトルと簡単な説明を添付３返却希望の有無を明記４掲載作品には記念品、優秀作品には旬間賞を贈ります。	['65']
A002n_PN1d_00001-26	reltype=after	'オープン'	[JSP]昨年四月にオープンした大阪市北区の大阪国際会議場（グランキューブ大阪）の来場者が二十日、百万人を突破した。	['6']
A002n_PN1d_00001-26	reltype=after	'突破'	[JSP]昨年四月にオープンした大阪市北区の大阪国際会議場（グランキューブ大阪）の来場者が二十日、百万人を突破した。	['34']
A002n_PN1d_00001-27	reltype=after	'上回り'	開業一年間の稼働率は当初目標を上回り、初年度決算も黒字確実で、山下和彦社長は「二年目も引き続き好調を維持したい」としている。	['11']
A002n_PN1d_00001-30	reltype=after	'上回っ'	[JSP]今年三月末までの稼働率は六二％と、当初目標の五五％を大幅に上回った。	['25']
A002n_PN1d_00001-32	reltype=after	'利用'	[JSP]開業以来の一年間に利用されたイベントは、国際会議五十七件を含め会議、展示会など二千百十一件だった。	['8']
A002n_PN1d_00001-33	reltype=after	'み'	[JSP]収支見込みも、当初は数年間の赤字が必至とみられていたが、今月三十一日に予定している初年度決算で「経常利益は数億円単位の黒字になる」（山下社長）という。	['15']
A002n_PN1d_00001-33	reltype=before	'なる'	[JSP]収支見込みも、当初は数年間の赤字が必至とみられていたが、今月三十一日に予定している初年度決算で「経常利益は数億円単位の黒字になる」（山下社長）という。	['46']
A002n_PN1d_00001-34	reltype=after	'なっ'	[JSP]この日、百万人目の来場者となったのは兵庫県市川町の柴田愛子さんで、田中丈三支配人から花束などが手渡された。	['13']
A002n_PN1d_00001-34	reltype=after	'手渡さ'	[JSP]この日、百万人目の来場者となったのは兵庫県市川町の柴田愛子さんで、田中丈三支配人から花束などが手渡された。	['35']
A003n_PN1e_00001-3	reltype=after	'演じ'	[JSP]冷戦時代に激しいスパイ合戦を演じた米中央情報局（ＣＩＡ）と旧ソ連・国家保安委員会（ＫＧＢ）の元エージェントたちと一週間のクルーズを楽しむツアーを、スパイ活動の訓練や分析を業務とする米民間会社「ＣＩセンター」が企画した。	['9']
A003n_PN1e_00001-3	reltype=before	'楽しむ'	[JSP]冷戦時代に激しいスパイ合戦を演じた米中央情報局（ＣＩＡ）と旧ソ連・国家保安委員会（ＫＧＢ）の元エージェントたちと一週間のクルーズを楽しむツアーを、スパイ活動の訓練や分析を業務とする米民間会社「ＣＩセンター」が企画した。	['39']
A003n_PN1e_00001-3	reltype=after	'企画'	[JSP]冷戦時代に激しいスパイ合戦を演じた米中央情報局（ＣＩＡ）と旧ソ連・国家保安委員会（ＫＧＢ）の元エージェントたちと一週間のクルーズを楽しむツアーを、スパイ活動の訓練や分析を業務とする米民間会社「ＣＩセンター」が企画した。	['61']
A003n_PN1e_00001-4	reltype=before	'聴け'	[JSP]木と真ちゅうの香り漂う古い船の中に本物のスパイ用装備を展示、航海中にスパイ活動の講義が聴け、元エージェントたちの興味深い体験談も楽しめる趣向。	['29']
A003n_PN1e_00001-4	reltype=before	'楽しめる'	[JSP]木と真ちゅうの香り漂う古い船の中に本物のスパイ用装備を展示、航海中にスパイ活動の講義が聴け、元エージェントたちの興味深い体験談も楽しめる趣向。	['40']
A003n_PN1e_00001-5	reltype=overlap	'売り込ん'	担当者は「ロマンチックで歴史的な雰囲気よ」と売り込んでいる。	['14']
A003n_PN1e_00001-8	reltype=before	'掲載'	詳細は決定次第、同センターのホームページ（ｈｔｔｐ：／／ｗｗｗ．ｃｉｃｅｎｔｒｅ．ｃｏｍ／）に掲載されるという。	['15']
A003n_PN1e_00001-8	reltype=after	'いう'	詳細は決定次第、同センターのホームページ（ｈｔｔｐ：／／ｗｗｗ．ｃｉｃｅｎｔｒｅ．ｃｏｍ／）に掲載されるという。	['19']
A003n_PN1e_00001-17	reltype=after	'政治'	▽中央日報（韓国）＝草案作成者でっち上げか―政治問題化した新法相就任あいさつ	['14']
A003n_PN1e_00001-22	reltype=after	'まとめ'	[JSP]帝国データバンクは二十三日、二〇〇〇年中に決算をまとめた企業の申告所得ランキングを発表した。	['19']
A003n_PN1e_00001-22	reltype=after	'発表'	[JSP]帝国データバンクは二十三日、二〇〇〇年中に決算をまとめた企業の申告所得ランキングを発表した。	['27']
A003n_PN1e_00001-23	reltype=after	'減少'	前年二位のトヨタ自動車が、円高の影響で売上高と経常利益を減少させながらも、高級乗用車の販売好調に支えられ、三年ぶりに首位に返り咲いた。	['20']
A003n_PN1e_00001-23	reltype=after	'支え'	前年二位のトヨタ自動車が、円高の影響で売上高と経常利益を減少させながらも、高級乗用車の販売好調に支えられ、三年ぶりに首位に返り咲いた。	['33']
A003n_PN1e_00001-23	reltype=after	'返り咲い'	前年二位のトヨタ自動車が、円高の影響で売上高と経常利益を減少させながらも、高級乗用車の販売好調に支えられ、三年ぶりに首位に返り咲いた。	['42']
A003n_PN1e_00001-24	reltype=after	'進め'	一方、不良債権の有税償却を進めた金融機関の申告所得が膨らんで、上位十社中、東京三菱銀行など銀行・生保四社が名を連ね、低迷する日本経済の「負の側面」を象徴する結果になった。	['9']
A003n_PN1e_00001-24	reltype=after	'膨らん'	一方、不良債権の有税償却を進めた金融機関の申告所得が膨らんで、上位十社中、東京三菱銀行など銀行・生保四社が名を連ね、低迷する日本経済の「負の側面」を象徴する結果になった。	['17']
A003n_PN1e_00001-24	reltype=overlap	'低迷'	一方、不良債権の有税償却を進めた金融機関の申告所得が膨らんで、上位十社中、東京三菱銀行など銀行・生保四社が名を連ね、低迷する日本経済の「負の側面」を象徴する結果になった。	['39']
A003n_PN1e_00001-24	reltype=after	'なっ'	一方、不良債権の有税償却を進めた金融機関の申告所得が膨らんで、上位十社中、東京三菱銀行など銀行・生保四社が名を連ね、低迷する日本経済の「負の側面」を象徴する結果になった。	['54']
A003n_PN1e_00001-25	reltype=after	'なり'	[JSP]昨年一位だったＮＴＴは、純粋持ち株会社になり百二十一位に大幅後退したが、グループ企業のＮＴＴドコモが携帯電話のインターネット接続サービス「ｉモード」の普及で五位、長距離・国際通信事業を展開するＮＴＴコミュニケーションズが十位と健闘した。	['14']
A003n_PN1e_00001-25	reltype=after	'大幅'	[JSP]昨年一位だったＮＴＴは、純粋持ち株会社になり百二十一位に大幅後退したが、グループ企業のＮＴＴドコモが携帯電話のインターネット接続サービス「ｉモード」の普及で五位、長距離・国際通信事業を展開するＮＴＴコミュニケーションズが十位と健闘した。	['20']
A003n_PN1e_00001-25	reltype=after	'健闘'	[JSP]昨年一位だったＮＴＴは、純粋持ち株会社になり百二十一位に大幅後退したが、グループ企業のＮＴＴドコモが携帯電話のインターネット接続サービス「ｉモード」の普及で五位、長距離・国際通信事業を展開するＮＴＴコミュニケーションズが十位と健闘した。	['63']
A003n_PN1e_00001-26	reltype=after	'申告'	[JSP]公示対象となる四千万円以上の所得を申告した企業は、前年比六・四％増の七万八千六百三十二社で三年ぶりの増加。	['13']
A003n_PN1e_00001-27	reltype=after	'増加'	所得金額合計も同一七・五％増の三十五兆六千百十九億円と四年ぶりに増加した。	['27']
A003n_PN1e_00001-28	reltype=after	'取り組ん'	[JSP]この背景には金融機関を中心に、不良債権処理の推進など財務体質の改善に取り組んだことがある。	['23']
A003n_PN1e_00001-30	reltype=after	'達し'	※三和銀行とＮＴＴコミュニケーションズ（９９年７月営業開始）は、９９年に申告所得が公示基準（４０００万円以上）に達しなかった。	['37']
A003n_PN1e_00001-35	reltype=before	'分離'	[JSP]王子製紙は二十三日、今年十月一日付で同社の段ボール部門を分離し、段ボール子会社の「北海道王子段ボール」（本社・札幌）など七社と統合した新会社「王子コンテナー」（本社・東京）を設立すると発表した。	['21']
A003n_PN1e_00001-35	reltype=before	'統合'	[JSP]王子製紙は二十三日、今年十月一日付で同社の段ボール部門を分離し、段ボール子会社の「北海道王子段ボール」（本社・札幌）など七社と統合した新会社「王子コンテナー」（本社・東京）を設立すると発表した。	['44']
A003n_PN1e_00001-35	reltype=before	'設立'	[JSP]王子製紙は二十三日、今年十月一日付で同社の段ボール部門を分離し、段ボール子会社の「北海道王子段ボール」（本社・札幌）など七社と統合した新会社「王子コンテナー」（本社・東京）を設立すると発表した。	['59']
A003n_PN1e_00001-35	reltype=after	'発表'	[JSP]王子製紙は二十三日、今年十月一日付で同社の段ボール部門を分離し、段ボール子会社の「北海道王子段ボール」（本社・札幌）など七社と統合した新会社「王子コンテナー」（本社・東京）を設立すると発表した。	['62']
A004n_PN1f_00001-3	reltype=before	'する'	トレーニングの経験のない中高年を対象に、安全で効果的なトレーニングをするためのアドバイスとストレッチの体験。	['18']
A004n_PN1f_00001-9	reltype=before	'話す'	イギリス人のマイケル・クルーズ中京大学講師が「Ｗｈａｔ’ｓ[JSP]Ａｌｌ[JSP]ｔｈｅ[JSP]Ｆｕｓｓ[JSP]ａｂｏｕｔ[JSP]Ｈａｒｒｙ[JSP]Ｐｏｔｔｅｒ？」と題して、話題作「ハリー・ポッター」の魅力についてを英語で話す。	['46']
A004n_PN1f_00001-23	reltype=overlap	'応募'	アンケート協力者の中から図書券（５００円分）を５０人、人間観察に応募した中からイッセー尾形さんのサイン入り著書を５人にプレゼント。	['24']
A004n_PN1f_00001-33	reltype=after	'記念'	◆メガネ無料券[JSP]日本オプティカルは、ハートアップＷｅｂ名鉄豊田駅前店とハートアップＷｅｂ東岡崎店で「ジャスト３プライスメガネ販売」のスタートを記念して、「メガネ無料券」（５０００円相当）を５人にプレゼント。	['36']
A004n_PN1f_00001-38	reltype=after	'始め'	◆ユリの球根即売[JSP]富山県名古屋事務所は、魚津、砺波市特産のユリの球根の即売を始めた。	['26']
A005n_PN2e_00001-4	reltype=before	'始める'	[JSP]【鷹栖】上川管内鷹栖町と農家約四百戸でつくる同町中山間事業推進協議会（原直会長）は共同で五月から廃タイヤ回収事業を始める。	['38']
A005n_PN2e_00001-6	reltype=before	'取り組む'	廃タイヤ処理は所有者が民間業者に持ち込むのが一般的で、「自治体や団体が取り組むのは道内初」（道環境室）という。	['24']
A005n_PN2e_00001-7	reltype=before	'決め'	[JSP]廃タイヤ回収は、町内会ごとに集積場所を決め、町民が持ち込んだタイヤを旭川市内の処理業者に引き渡す。	['14']
A005n_PN2e_00001-7	reltype=before	'持ち込ん'	[JSP]廃タイヤ回収は、町内会ごとに集積場所を決め、町民が持ち込んだタイヤを旭川市内の処理業者に引き渡す。	['18']
A005n_PN2e_00001-7	reltype=before	'引き渡す'	[JSP]廃タイヤ回収は、町内会ごとに集積場所を決め、町民が持ち込んだタイヤを旭川市内の処理業者に引き渡す。	['30']
A005n_PN2e_00001-8	reltype=before	'負担'	協議会の会員は無料、一般町民は一本百円を負担する。	['16']
A005n_PN2e_00001-9	reltype=after	'行っ'	[JSP]今月初めから町内全戸を対象に希望調査を行っており、五月中旬から回収を始める。	['13']
A005n_PN2e_00001-9	reltype=before	'始める'	[JSP]今月初めから町内全戸を対象に希望調査を行っており、五月中旬から回収を始める。	['23']
A005n_PN2e_00001-10	reltype=before	'補助'	今回の回収費用は千六百万―千八百万円かかる見込みで、同町が六百万円を補助する。	['24']
A005n_PN2e_00001-11	reltype=after	'指摘'	[JSP]米どころの同町では、降霜対策で農家による廃タイヤの野焼きが行われてきたが、ダイオキシン問題や交通妨害が指摘され、行き場を失った廃タイヤがあぜ道や納屋の横に放置されてきた。	['32']
A005n_PN2e_00001-12	reltype=after	'行っ'	[JSP]同町が昨秋行った調査では、廃タイヤは農家が抱えるものや不法投棄を含め約三万本に上るという。	['5']
A005n_PN2e_00001-15	reltype=after	'まとめ'	[JSP]地方自治体が運営する公営地下鉄二十六路線のうち二〇〇〇年度決算で経常損益が黒字なのは、札幌市南北線など四路線にとどまったことが、公営交通事業協会が十日まとめた報告書で分かった。	['51']
A005n_PN2e_00001-15	reltype=after	'分かっ'	[JSP]地方自治体が運営する公営地下鉄二十六路線のうち二〇〇〇年度決算で経常損益が黒字なのは、札幌市南北線など四路線にとどまったことが、公営交通事業協会が十日まとめた報告書で分かった。	['56']
A005n_PN2e_00001-20	reltype=after	'求め'	地下鉄事業者には経営実態の情報公開を求めた。	['13']
A005n_PN2e_00001-23	reltype=after	'開通'	[JSP]これら黒字路線は一九三三年（昭和八年）に開通した御堂筋線などいずれも古くから営業しており、支払利息や減価償却費の計上額が少ない傾向がある。	['18']
A005n_PN2e_00001-23	reltype=overlap	'営業'	[JSP]これら黒字路線は一九三三年（昭和八年）に開通した御堂筋線などいずれも古くから営業しており、支払利息や減価償却費の計上額が少ない傾向がある。	['29']
A005n_PN2e_00001-24	reltype=after	'開通'	札幌市南北線（七一年開業）は、市内で初めて開通した路線で、乗客が多いのも黒字確保の一因となったとみられる。	['16']
A005n_PN2e_00001-27	reltype=overlap	'営業'	公営地下鉄事業は、二〇〇〇年度末で、東京都と八政令市で延べ四百七十三キロが営業している。	['28']
A006n_PN3b_00001-6	reltype=before	'始める'	東京大はこの春から、大学院理学系研究科化学専攻の学生を対象に、マンツーマン方式の徹底的な英語指導を始める。	['33']
A006n_PN3b_00001-7	reltype=overlap	'ある'	科学の知識がある米国人講師が、論文の書き方、こなれた表現、討論もできる会話力を鍛える。	['5']
A006n_PN3b_00001-7	reltype=before	'鍛える'	科学の知識がある米国人講師が、論文の書き方、こなれた表現、討論もできる会話力を鍛える。	['26']
A006n_PN3b_00001-12	reltype=before	'応じ'	能力に応じて３クラス（各１０人）に分け、３人の講師が週２回、すべて英語で授業をする。	['3']
A006n_PN3b_00001-12	reltype=before	'分け'	能力に応じて３クラス（各１０人）に分け、３人の講師が週２回、すべて英語で授業をする。	['14']
A006n_PN3b_00001-12	reltype=before	'する'	能力に応じて３クラス（各１０人）に分け、３人の講師が週２回、すべて英語で授業をする。	['30']
A006n_PN3b_00001-13	reltype=before	'出し'	毎回宿題を出し、答案には添削して返す。	['4']
A006n_PN3b_00001-13	reltype=before	'添削'	毎回宿題を出し、答案には添削して返す。	['9']
A006n_PN3b_00001-13	reltype=before	'返す'	毎回宿題を出し、答案には添削して返す。	['12']
A006n_PN3b_00001-14	reltype=before	'出'	学生の研究に支障が出ないよう、授業は午前８時半から１０時まで。	['7']
A006n_PN3b_00001-15	reltype=before	'取れ'	単位が取れなくても「落第」はしないが、全員に受講を義務付ける。	['3']
A006n_PN3b_00001-15	reltype=before	'し'	単位が取れなくても「落第」はしないが、全員に受講を義務付ける。	['11']
A006n_PN3b_00001-15	reltype=before	'義務'	単位が取れなくても「落第」はしないが、全員に受講を義務付ける。	['19']
A006n_PN3b_00001-16	reltype=overlap	'重視'	[JSP]大学院では教育より研究が重視される風潮があり、同大によると、大学院でのこうした取り組みは初めてという。	['10']
A006n_PN3b_00001-16	reltype=after	'いう'	[JSP]大学院では教育より研究が重視される風潮があり、同大によると、大学院でのこうした取り組みは初めてという。	['33']
A006n_PN3b_00001-17	reltype=after	'選ば'	[JSP]化学専攻は昨年、文部科学省の「２１世紀ＣＯＥ（センター・オブ・エクセレンス）プログラム」に選ばれた。	['26']
A006n_PN3b_00001-18	reltype=after	'加算'	研究・教育予算が５年間、１億〜５億円ずつ加算されることになり、英語特別指導はその予算を利用する。	['16']
A006n_PN3b_00001-18	reltype=before	'利用'	研究・教育予算が５年間、１億〜５億円ずつ加算されることになり、英語特別指導はその予算を利用する。	['30']
A006n_PN3b_00001-19	reltype=after	'雇用'	[JSP]同専攻は英語教育のほかにも、博士課程の学生の約７割にあたる７１人を「研究補助員」として雇用する契約を結び、研究活動に対して毎月７万５０００円の報酬を支払う取り組みも始めた。	['34']
A006n_PN3b_00001-19	reltype=after	'結び'	[JSP]同専攻は英語教育のほかにも、博士課程の学生の約７割にあたる７１人を「研究補助員」として雇用する契約を結び、研究活動に対して毎月７万５０００円の報酬を支払う取り組みも始めた。	['38']
A006n_PN3b_00001-19	reltype=overlap	'支払う'	[JSP]同専攻は英語教育のほかにも、博士課程の学生の約７割にあたる７１人を「研究補助員」として雇用する契約を結び、研究活動に対して毎月７万５０００円の報酬を支払う取り組みも始めた。	['56']
A006n_PN3b_00001-19	reltype=after	'始め'	[JSP]同専攻は英語教育のほかにも、博士課程の学生の約７割にあたる７１人を「研究補助員」として雇用する契約を結び、研究活動に対して毎月７万５０００円の報酬を支払う取り組みも始めた。	['59']
A006n_PN3b_00001-23	reltype=after	'でき'	[JSP]ブラジル東部オリンダで、カーニバルの中、男たちが通りすがりの女性にキスする習慣ができ、市当局が取り締まりに乗り出した。	['22']
A006n_PN3b_00001-23	reltype=after	'乗り出し'	[JSP]ブラジル東部オリンダで、カーニバルの中、男たちが通りすがりの女性にキスする習慣ができ、市当局が取り締まりに乗り出した。	['29']
A006n_PN3b_00001-24	reltype=overlap	'適用'	強制わいせつ罪が適用される。	['5']
A006n_PN3b_00001-27	reltype=after	'“'	[JSP]米ＣＮＮテレビのプロデューサー、ウェンディ・ウィットワースさんの５０歳の誕生日、夫のラルフさんが“プレゼント”したのは何と、元ビートルズのポール・マッカートニーのプライベートコンサートだった。	[]
A006n_PN3b_00001-28	reltype=after	'告げる'	[JSP]誕生パーティーで夫がポールの登場を告げると、彼の大ファンのウェンディさんは思わず涙。	['11']
A006n_PN3b_00001-29	reltype=after	'上げ'	約１時間半のコンサートの終幕近くには、ポールはウェンディさんをステージに上げ、ビートルズの「バースデイ」を演奏したという。	['20']
A006n_PN3b_00001-29	reltype=after	'演奏'	約１時間半のコンサートの終幕近くには、ポールはウェンディさんをステージに上げ、ビートルズの「バースデイ」を演奏したという。	['28']
A006n_PN3b_00001-29	reltype=after	'いう'	約１時間半のコンサートの終幕近くには、ポールはウェンディさんをステージに上げ、ビートルズの「バースデイ」を演奏したという。	['32']
A006n_PN3b_00001-30	reltype=before	'寄付'	[JSP]ポールは、報酬の１００万ドルを反地雷の慈善団体に寄付するとしている。	['19']
